zipconvert2,zipconvert3,zipconvert4,zipconvert5,homeowner,num_child,income,female,wealth,home_value,med_fam_inc,avg_fam_inc,pct_lt15k,num_prom,lifetime_gifts,largest_gift,last_gift,months_since_donate,time_lag,avg_gift,target
No,No,Yes,No,No,1,3,Yes,2,439,261,298,30,53,141,12,10,28,3,8.294117647,Donor
No,No,Yes,No,Yes,1,4,Yes,8,1299,578,615,8,30,35,5,3,29,1,3.181818182,No Donor
No,Yes,No,No,No,1,5,No,6,769,434,548,2,55,60,15,15,36,12,10,Donor
No,Yes,No,No,No,1,5,No,6,581,381,422,5,55,233,25,20,32,20,14.5625,No Donor
No,Yes,No,No,Yes,1,6,No,8,1020,511,552,3,46,103,15,15,19,1,11.44444444,Donor
No,No,No,Yes,Yes,1,4,No,2,429,290,314,17,39,88,11,3,29,2,6.769230769,No Donor
No,No,Yes,No,Yes,1,4,Yes,6,1079,416,463,7,48,133,20,20,34,4,14.77777778,No Donor
No,No,No,Yes,Yes,1,4,No,8,937,394,463,12,32,35,10,10,30,15,8.75,Donor
No,No,No,Yes,Yes,1,5,Yes,7,1261,449,491,8,89,345,15,13,37,8,10.45454546,No Donor
No,Yes,No,No,Yes,1,3,Yes,8,646,450,471,13,73,135,18,11,30,26,8.4375,Donor
No,No,No,Yes,Yes,1,5,Yes,9,516,346,333,16,76,233,12,10,37,5,8.034482759,No Donor
No,No,Yes,No,Yes,1,5,Yes,9,1544,791,820,7,71,108,25,25,28,2,10.8,No Donor
Yes,No,No,No,No,1,5,Yes,8,987,311,387,22,52,93,25,20,37,4,13.28571429,No Donor
No,No,Yes,No,No,1,1,No,8,681,292,302,19,31,39,5,3,30,3,3.545454546,Donor
No,No,No,Yes,Yes,1,6,No,8,2966,644,720,1,39,144,20,18,28,2,12,No Donor
No,No,Yes,No,Yes,1,4,No,0,351,194,284,34,78,210.25,10,10,33,6,7.008333333,No Donor
No,Yes,No,No,Yes,1,2,Yes,8,401,329,291,23,36,106,15,10,35,5,10.6,Donor
No,No,No,Yes,Yes,1,6,No,8,1616,535,591,2,22,57,32,32,32,2,19,No Donor
Yes,No,No,No,No,1,3,Yes,8,1051,227,292,30,48,65,10,8,28,15,6.5,No Donor
No,No,No,Yes,Yes,1,4,Yes,2,0,0,0,0,41,60,25,25,36,25,20,No Donor
No,Yes,No,No,Yes,1,2,Yes,8,831,295,382,5,56,46,5,3,31,7,2.705882353,Donor
No,No,Yes,No,Yes,1,2,Yes,8,347,308,317,29,12,15,15,15,33,5,15,Donor
Yes,No,No,No,No,1,5,No,5,688,290,318,13,42,111,9,6,29,4,5.285714286,No Donor
No,No,No,Yes,Yes,1,7,No,8,3856,778,851,3,109,392,25,25,31,8,21.77777778,No Donor
Yes,No,No,No,Yes,1,5,Yes,9,1863,593,677,3,37,70,15,15,34,15,11.66666667,No Donor
No,No,Yes,No,Yes,1,6,No,8,834,386,357,11,17,15,15,15,36,5,15,No Donor
No,No,No,Yes,Yes,1,4,Yes,2,781,246,268,34,36,172,20,10,37,4,13.23076923,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,4064,1469,1183,1,20,18,15,15,34,7,9,Donor
No,Yes,No,No,No,1,2,Yes,6,408,338,359,13,65,132,12,11,29,3,7.764705882,Donor
No,Yes,No,No,Yes,1,7,Yes,8,1204,542,554,9,31,64,15,14,32,8,12.8,No Donor
No,No,Yes,No,Yes,1,4,No,8,770,374,461,16,23,36,11,11,28,2,9,Donor
No,No,No,Yes,Yes,1,3,Yes,8,952,207,282,36,28,37,15,15,36,10,12.33333333,No Donor
Yes,No,No,No,Yes,1,4,Yes,9,1743,649,831,0,38,40,15,15,37,12,10,Donor
No,Yes,No,No,Yes,1,4,Yes,8,325,282,304,19,33,72,6,4,29,6,3.6,Donor
No,No,Yes,No,Yes,1,4,Yes,6,557,353,371,4,78,181,15,10,37,7,8.619047619,Donor
No,No,No,Yes,Yes,1,2,Yes,8,957,176,241,45,19,40,9,7,28,4,6.666666667,Donor
No,No,No,Yes,Yes,1,4,Yes,9,5767,964,1021,0,55,76,20,20,37,6,12.66666667,No Donor
Yes,No,No,No,Yes,1,3,Yes,0,529,256,269,24,56,110,21,10,28,8,12.22222222,Donor
Yes,No,No,No,Yes,1,5,Yes,0,286,150,163,50,74,327,10,10,31,14,7.604651163,Donor
No,No,Yes,No,Yes,5,7,No,8,930,592,632,2,26,33,10,7,31,3,6.6,No Donor
No,No,No,Yes,Yes,1,4,No,9,1343,644,704,2,43,125,30,25,31,36,25,Donor
No,No,No,Yes,Yes,1,4,No,1,2070,533,559,5,58,340,16,5,31,2,11.72413793,Donor
No,No,No,Yes,Yes,1,6,Yes,8,1710,502,580,9,31,30,5,3,30,2,3,No Donor
No,No,No,Yes,Yes,1,5,No,7,1373,463,493,7,65,110,10,5,29,27,7.857142857,Donor
No,No,No,Yes,Yes,1,4,Yes,9,2460,729,764,0,131,247,10,5,33,2,4.75,Donor
No,No,Yes,No,Yes,1,2,Yes,7,938,394,435,13,74,89,10,10,29,4,5.5625,Donor
No,No,No,Yes,Yes,1,6,Yes,9,3549,808,867,2,100,265,10,5,31,6,6.162790698,Donor
No,No,Yes,No,Yes,1,6,Yes,2,1298,798,825,0,61,141,9,6,29,4,6.409090909,Donor
No,No,Yes,No,Yes,1,4,No,0,433,186,211,41,46,65,10,10,29,13,6.5,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,558,359,412,5,35,81,25,25,29,9,16.2,No Donor
No,No,No,Yes,Yes,1,3,No,8,2732,572,618,12,24,33,10,6,28,2,6.6,Donor
No,No,No,Yes,No,1,5,No,8,1121,518,587,4,15,15,15,15,37,5,15,No Donor
No,No,No,Yes,Yes,1,4,No,8,1667,169,269,40,36,66,7,5,30,2,5.5,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1614,293,322,23,27,70,25,25,32,8,23.33333333,Donor
No,No,Yes,No,No,1,5,Yes,3,383,224,260,27,109,723,30,13,30,5,14.17647059,No Donor
No,No,Yes,No,Yes,1,5,No,4,542,308,355,5,45,61,15,15,37,5,12.2,No Donor
No,No,No,Yes,No,1,2,Yes,8,2345,463,505,13,30,58,7,6,31,4,5.8,No Donor
No,Yes,No,No,No,1,3,Yes,8,618,366,391,14,30,54,10,10,31,2,9,Donor
No,Yes,No,No,Yes,1,5,No,1,400,231,282,28,37,62,17,13,32,5,10.33333333,No Donor
No,No,Yes,No,No,1,1,Yes,5,595,324,407,5,65,77,15,15,30,15,9.625,Donor
No,No,Yes,No,Yes,1,5,Yes,7,766,365,446,8,60,97,16,15,37,3,9.7,Donor
No,No,No,Yes,Yes,4,6,No,8,2911,674,721,2,17,25,25,25,37,5,25,Donor
No,No,Yes,No,Yes,1,6,Yes,8,693,479,486,3,35,41,6,6,33,4,5.125,Donor
No,No,No,Yes,Yes,1,4,No,6,1164,398,435,12,64,92.5,20,20,37,10,9.25,No Donor
Yes,No,No,No,Yes,1,5,Yes,8,665,363,412,12,61,87,12,12,31,8,7.25,Donor
No,No,Yes,No,No,1,2,No,8,2131,519,664,4,37,66,7,4,28,1,5.076923077,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,564,283,340,25,23,33,20,10,34,4,11,Donor
No,No,Yes,No,Yes,1,1,No,8,674,401,433,21,80,149,8,5,30,4,5.518518519,Donor
No,No,No,Yes,Yes,1,1,Yes,8,793,306,368,19,21,30,20,20,37,5,15,Donor
No,No,No,Yes,No,1,5,No,8,1913,575,682,0,79,286,20,12,31,7,10.21428571,Donor
Yes,No,No,No,Yes,1,7,Yes,9,1503,697,741,1,39,45,15,15,29,12,9,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1991,382,480,2,24,35,15,10,31,6,11.66666667,No Donor
No,No,Yes,No,No,1,2,No,8,1684,507,551,4,24,33,20,20,37,8,16.5,Donor
Yes,No,No,No,Yes,1,5,Yes,8,703,410,446,12,29,35,5,4,29,0,3.5,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,1274,583,629,2,20,50,50,50,37,5,50,Donor
No,No,No,Yes,Yes,1,4,No,8,2010,503,507,7,21,55,55,55,36,5,55,No Donor
No,No,Yes,No,Yes,1,4,No,8,1179,654,692,2,43,41,6,3,28,7,4.555555556,Donor
No,No,Yes,No,Yes,1,5,No,8,617,427,438,4,68,114,11,10,37,11,7.125,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,865,433,478,11,48,49,5,5,32,17,3.266666667,No Donor
No,Yes,No,No,Yes,1,1,No,7,586,318,334,11,100,236,18,10,31,17,11.8,Donor
No,No,No,Yes,Yes,2,5,Yes,8,1158,365,429,12,38,70,10,10,30,6,8.75,No Donor
No,Yes,No,No,No,1,3,No,8,471,288,323,26,28,70,25,25,29,9,23.33333333,No Donor
No,No,Yes,No,Yes,1,6,Yes,7,1127,384,560,14,85,419,18,13,32,0,8.729166667,Donor
No,No,No,Yes,Yes,1,4,No,8,2192,476,539,7,18,25,25,25,37,5,25,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,1901,403,418,5,32,29,5,4,29,5,4.142857143,Donor
No,Yes,No,No,Yes,1,4,Yes,8,517,287,327,18,36,140,50,15,37,4,12.72727273,Donor
No,Yes,No,No,Yes,1,4,No,1,537,275,306,22,70,91,7,5,17,10,4.333333333,Donor
Yes,No,No,No,Yes,1,4,No,8,844,380,431,9,15,15,15,15,37,5,15,No Donor
No,No,No,Yes,Yes,1,2,Yes,8,807,369,411,9,25,60,20,15,36,2,15,No Donor
No,No,Yes,No,Yes,2,5,Yes,8,561,353,374,6,20,25,12,3,28,8,8.333333333,No Donor
No,No,No,Yes,Yes,1,4,Yes,4,1593,352,408,18,77,203,15,9,37,2,6.548387097,Donor
No,No,Yes,No,No,1,3,Yes,8,707,347,377,15,39,52,15,15,28,7,10.4,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1383,213,272,39,48,733,250,219,19,6,122.1666667,Donor
No,Yes,No,No,Yes,1,3,No,8,465,297,340,19,15,15,15,15,37,5,15,Donor
No,No,Yes,No,Yes,1,4,No,8,468,244,259,22,34,33,7,5,33,12,5.5,No Donor
Yes,No,No,No,Yes,2,4,Yes,8,445,257,275,26,25,41,11,10,31,7,8.2,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,501,243,266,24,15,20,20,20,36,5,20,Donor
No,Yes,No,No,Yes,1,4,Yes,6,633,407,406,7,66,128,10,10,37,4,6.4,No Donor
No,No,No,Yes,Yes,1,6,Yes,6,1676,452,464,3,54,60,7,5,35,2,4.615384615,Donor
Yes,No,No,No,No,1,1,Yes,8,849,350,391,11,14,15,15,15,36,5,15,No Donor
No,No,Yes,No,No,1,3,Yes,8,537,248,307,29,26,92,25,15,31,1,15.33333333,Donor
Yes,No,No,No,Yes,1,3,Yes,7,929,387,438,3,81,249,35,15,23,1,16.6,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,331,275,289,26,70,79,5,3,29,13,3.291666667,No Donor
Yes,No,No,No,Yes,1,2,No,1,580,213,264,21,39,60,15,15,31,4,12,No Donor
No,No,Yes,No,Yes,1,2,Yes,8,437,304,285,28,30,42,7,7,29,1,5.25,No Donor
No,No,No,Yes,Yes,1,4,No,9,1348,470,641,0,69,237,10,5,30,1,5.386363636,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,790,409,457,8,44,82,10,9,30,12,7.454545455,Donor
No,No,No,Yes,Yes,1,4,Yes,8,1289,466,521,4,71,165,15,5,30,13,5.689655172,No Donor
No,No,No,Yes,Yes,1,7,Yes,8,4513,338,331,23,74,146,20,11,31,2,9.125,Donor
Yes,No,No,No,Yes,1,4,No,8,1879,345,460,13,25,32,6,5,30,4,4.571428571,No Donor
No,No,No,Yes,Yes,1,5,No,8,1518,464,562,7,91,557,25,19,29,2,9.283333333,No Donor
Yes,No,No,No,Yes,1,6,No,4,487,305,326,25,41,107,17,16,36,18,10.7,Donor
Yes,No,No,No,Yes,1,1,Yes,8,552,274,300,20,34,62,7,7,32,2,5.166666667,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,4174,661,717,0,28,51,10,10,28,5,7.285714286,No Donor
No,No,Yes,No,Yes,1,4,Yes,2,370,183,238,41,60,120.5,12,12,36,7,10.04166667,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,504,172,255,36,23,25,15,15,32,5,12.5,No Donor
Yes,No,No,No,Yes,1,5,Yes,8,1303,589,596,5,36,32,5,4,29,4,4,Donor
No,No,No,Yes,Yes,1,5,No,8,3614,423,514,9,44,55,25,25,36,4,18.33333333,Donor
Yes,No,No,No,Yes,1,1,No,8,484,252,276,21,70,119,6,4,31,5,3.966666667,Donor
No,Yes,No,No,Yes,1,5,Yes,3,547,324,346,10,63,100,10,10,36,2,5.263157895,Donor
No,No,Yes,No,Yes,1,4,No,8,417,255,277,16,25,35,10,10,29,4,8.75,Donor
Yes,No,No,No,Yes,1,4,Yes,5,589,316,367,15,48,104,21,21,37,6,10.4,No Donor
No,No,No,Yes,Yes,1,5,Yes,9,1474,558,597,6,85,321,12,10,28,1,6.97826087,No Donor
Yes,No,No,No,Yes,1,2,Yes,8,849,422,439,10,71,87,6,5,30,3,4.35,Donor
No,Yes,No,No,Yes,1,2,No,8,660,353,387,32,24,38,11,11,32,5,9.5,Donor
No,No,No,Yes,Yes,1,4,Yes,0,698,332,386,4,77,141,10,10,28,3,7.421052632,Donor
No,No,Yes,No,Yes,1,1,Yes,2,318,213,233,38,60,227.01,15,6,30,5,8.731153846,Donor
No,No,No,Yes,Yes,1,2,Yes,2,985,292,327,18,51,110,26,23,28,8,15.71428571,No Donor
No,No,No,Yes,Yes,1,5,Yes,5,1219,244,280,31,58,225,15,15,31,3,7.75862069,Donor
No,No,Yes,No,Yes,1,2,Yes,1,476,226,269,42,66,119,20,20,37,2,10.81818182,No Donor
No,Yes,No,No,Yes,1,4,Yes,1,455,243,293,28,94,168,10,7,33,4,6.461538462,Donor
No,No,Yes,No,No,1,5,Yes,8,270,208,258,35,19,35,20,10,34,4,11.66666667,Donor
Yes,No,No,No,Yes,2,2,No,8,368,198,269,34,30,40,10,10,28,9,8,No Donor
No,No,Yes,No,Yes,2,5,Yes,8,452,324,331,20,28,34,11,10,23,33,6.8,Donor
No,Yes,No,No,Yes,1,5,No,7,507,407,445,3,60,90,15,15,32,12,7.5,Donor
No,No,Yes,No,Yes,1,4,No,8,0,0,0,0,17,25,25,25,37,5,25,No Donor
No,No,Yes,No,Yes,2,6,Yes,8,1012,595,656,1,41,143,25,25,36,3,15.88888889,No Donor
No,Yes,No,No,Yes,1,4,No,3,525,308,317,21,43,80,15,15,33,9,11.42857143,No Donor
No,No,Yes,No,Yes,1,3,Yes,3,651,312,373,23,64,100,10,10,28,6,7.692307692,No Donor
No,No,No,Yes,No,1,1,No,3,514,249,281,27,51,85,6,4,29,3,4.25,Donor
No,No,Yes,No,Yes,1,4,Yes,8,864,451,525,6,26,38,10,10,28,3,7.6,No Donor
Yes,No,No,No,Yes,1,5,Yes,3,2099,684,754,5,75,295,15,15,30,10,9.833333333,No Donor
No,Yes,No,No,No,1,1,No,0,315,238,256,28,62,171,20,20,37,26,17.1,Donor
No,Yes,No,No,Yes,1,5,No,7,492,427,447,6,51,165,25,25,37,0,23.57142857,No Donor
No,No,Yes,No,Yes,1,4,Yes,4,334,298,331,14,68,312,22,10,31,8,11.55555556,No Donor
No,No,Yes,No,Yes,1,7,No,8,2225,839,900,0,27,35,15,15,36,3,11.66666667,No Donor
No,No,Yes,No,Yes,1,5,Yes,4,665,242,305,24,60,275,20,10,31,2,11.95652174,No Donor
Yes,No,No,No,Yes,1,6,No,8,1435,457,573,7,16,16,16,16,37,5,16,No Donor
Yes,No,No,No,Yes,1,5,No,5,349,133,210,55,62,140,9,6,30,12,6.363636364,Donor
No,No,No,Yes,Yes,1,7,Yes,7,1808,515,581,0,56,108,8,7,30,5,5.684210526,Donor
Yes,No,No,No,Yes,1,6,Yes,8,1103,510,560,4,22,51,15,10,28,4,10.2,No Donor
No,No,No,Yes,Yes,1,4,No,8,1098,361,412,14,21,22,11,6,32,3,7.333333333,No Donor
No,No,Yes,No,No,1,5,No,8,456,320,327,17,30,41,11,10,30,4,8.2,Donor
No,Yes,No,No,Yes,1,4,Yes,2,338,223,232,23,88,182,20,15,28,7,12.13333333,No Donor
Yes,No,No,No,Yes,1,4,Yes,0,420,241,287,28,97,213,12,10,31,2,8.192307692,No Donor
No,No,Yes,No,No,1,1,No,3,468,309,341,18,67,115,15,15,34,26,11.5,Donor
No,No,No,Yes,No,1,1,Yes,8,1244,524,603,5,37,50,6,6,29,5,4.166666667,Donor
No,No,No,Yes,Yes,1,4,Yes,8,567,301,345,10,28,133,25,20,29,1,14.77777778,Donor
No,No,No,Yes,No,1,7,No,8,1614,474,544,0,37,42,10,7,29,9,7,Donor
No,No,No,Yes,Yes,1,4,Yes,8,3945,745,761,3,45,67,15,15,37,14,11.16666667,No Donor
No,Yes,No,No,Yes,1,4,No,6,980,495,594,7,79,304,25,13,34,4,10.13333333,Donor
Yes,No,No,No,Yes,1,2,No,8,1077,516,655,6,41,38.5,10,5,28,3,4.277777778,Donor
Yes,No,No,No,Yes,3,3,Yes,8,1001,416,491,9,24,32,11,6,28,3,8,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,0,0,0,0,34,42,12,8,29,5,5.25,Donor
No,Yes,No,No,Yes,1,4,Yes,3,460,304,344,17,60,107,20,20,32,13,11.88888889,No Donor
No,No,No,Yes,Yes,1,2,No,8,2405,478,499,2,44,45,7,5,28,1,3.214285714,Donor
Yes,No,No,No,Yes,1,3,No,8,724,345,382,11,66,137,12,12,32,2,7.611111111,Donor
No,No,No,Yes,Yes,3,3,No,6,514,329,328,14,58,155,50,50,37,12,12.91666667,No Donor
No,No,No,Yes,Yes,1,4,Yes,5,634,292,332,4,74,220,19,19,29,17,14.66666667,No Donor
No,Yes,No,No,Yes,1,4,No,9,2278,338,493,14,52,75,12,12,30,16,9.375,Donor
No,No,Yes,No,No,1,4,No,8,947,342,494,12,21,30,10,10,34,1,10,No Donor
No,No,No,Yes,Yes,1,5,Yes,8,1573,409,487,11,38,35,10,5,29,4,5.833333333,Donor
Yes,No,No,No,Yes,2,5,Yes,6,792,367,413,17,37,69,8,7,33,2,5.307692308,Donor
No,Yes,No,No,Yes,1,5,Yes,8,726,515,539,7,63,159,15,15,30,3,9.9375,Donor
No,No,Yes,No,No,1,6,Yes,8,2704,736,870,0,60,55,5,5,28,2,3.055555556,Donor
No,Yes,No,No,Yes,1,4,Yes,0,209,181,209,48,67,74,7,7,31,9,4.352941177,Donor
No,No,Yes,No,Yes,2,6,No,8,725,236,270,26,20,30,30,30,37,5,30,No Donor
Yes,No,No,No,No,4,5,Yes,8,610,312,332,20,27,27,7,4,32,2,4.5,No Donor
No,No,No,Yes,Yes,1,5,Yes,0,771,278,319,20,64,143,5,3,32,7,3.404761905,No Donor
No,No,No,Yes,Yes,1,4,Yes,5,2823,643,728,4,51,57,15,15,37,22,11.4,No Donor
No,No,No,Yes,Yes,1,4,Yes,2,1040,342,367,17,63,104,10,10,29,6,6.933333333,Donor
Yes,No,No,No,Yes,1,5,No,8,279,323,308,5,27,44,20,12,29,5,11,Donor
No,Yes,No,No,Yes,1,4,No,3,335,318,361,7,47,148,35,35,31,7,18.5,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,753,258,326,20,30,43,12,10,33,10,10.75,Donor
No,No,Yes,No,No,1,1,Yes,8,1116,484,495,2,62,135,11,6,31,13,7.941176471,Donor
No,No,Yes,No,Yes,1,4,Yes,8,628,294,297,25,37,97,27,25,37,4,24.25,No Donor
No,No,No,Yes,Yes,1,7,No,9,4122,910,947,2,61,77,7,5,28,1,5.133333333,Donor
No,No,No,Yes,Yes,1,7,Yes,8,1754,517,618,2,43,63,8,4,34,15,5.25,No Donor
No,No,Yes,No,Yes,1,1,Yes,1,410,231,280,34,50,91,15,15,34,13,9.1,No Donor
No,No,No,Yes,Yes,1,4,No,8,1341,192,274,39,32,75,20,20,35,6,18.75,No Donor
Yes,No,No,No,Yes,1,4,Yes,0,774,182,253,35,64,121.5,13,8,29,11,7.59375,Donor
No,No,No,Yes,Yes,1,5,Yes,8,1244,283,351,19,60,86,10,10,30,7,5.733333333,No Donor
No,Yes,No,No,Yes,1,3,No,8,609,386,397,7,45,114,17,15,24,8,11.4,Donor
Yes,No,No,No,Yes,1,4,No,8,571,228,287,31,29,30,6,5,31,3,5,Donor
No,No,Yes,No,Yes,1,4,Yes,5,604,374,411,14,71,84,13,13,32,6,6.461538462,No Donor
No,Yes,No,No,No,1,1,Yes,8,316,207,235,34,63,65,15,5,29,12,5.909090909,Donor
Yes,No,No,No,No,1,1,Yes,8,1642,460,569,11,30,91,25,25,28,2,18.2,No Donor
No,No,Yes,No,Yes,1,7,No,8,660,318,375,17,60,120,25,25,33,3,7.5,Donor
Yes,No,No,No,Yes,1,7,No,8,1932,639,817,2,62,543,100,100,27,3,77.57142857,No Donor
No,No,Yes,No,Yes,1,4,Yes,8,1316,541,604,10,62,185,20,20,32,4,15.41666667,No Donor
Yes,No,No,No,Yes,1,4,No,1,649,245,361,21,43,77,25,10,28,18,15.4,Donor
No,Yes,No,No,No,1,3,Yes,8,297,252,290,20,26,35,10,10,29,2,5.833333333,Donor
No,No,No,Yes,Yes,1,5,Yes,8,592,354,369,16,66,78,6,6,32,5,3.545454546,No Donor
No,No,No,Yes,Yes,1,4,No,9,5575,835,867,3,66,128,13,12,31,9,9.846153846,Donor
No,Yes,No,No,No,1,4,Yes,8,547,375,375,3,24,33,10,7,29,4,5.5,Donor
No,Yes,No,No,No,1,4,No,5,768,288,327,17,66,84,10,5,28,9,5.25,No Donor
No,Yes,No,No,Yes,1,5,Yes,3,694,303,370,15,37,59,12,10,30,8,8.428571429,Donor
No,No,Yes,No,Yes,1,4,Yes,7,713,479,473,2,47,78,10,6,29,8,7.090909091,Donor
No,Yes,No,No,Yes,3,6,No,8,428,289,304,16,24,30,15,15,33,5,10,No Donor
No,No,No,Yes,No,1,3,No,5,2637,398,500,13,35,71,16,15,35,6,10.14285714,No Donor
Yes,No,No,No,Yes,1,2,Yes,8,615,373,430,18,37,51,8,6,29,4,5.666666667,No Donor
No,No,Yes,No,No,1,1,Yes,8,393,255,312,23,27,37,12,12,29,9,9.25,No Donor
No,Yes,No,No,No,1,2,Yes,4,553,316,354,6,50,84,16,16,30,2,9.333333333,No Donor
No,No,Yes,No,Yes,1,5,No,8,931,397,461,6,28,50,25,25,37,8,25,No Donor
No,No,Yes,No,Yes,1,7,Yes,5,874,542,558,7,73,98,10,10,31,12,6.533333333,No Donor
No,No,No,Yes,No,1,5,Yes,2,951,331,397,26,56,145,25,25,18,15,24.16666667,No Donor
No,No,No,Yes,Yes,1,4,Yes,6,1242,425,500,8,73,153,10,10,37,6,6.375,Donor
No,No,No,Yes,No,1,4,Yes,8,462,272,312,8,24,47,11,10,30,4,9.4,Donor
Yes,No,No,No,Yes,1,4,Yes,9,2340,634,738,0,40,111,20,12,31,4,11.1,Donor
Yes,No,No,No,Yes,1,5,No,8,563,334,345,7,27,36,10,10,32,6,7.2,Donor
No,Yes,No,No,Yes,1,4,Yes,0,555,399,395,16,81,199,13,6,30,3,6.862068966,Donor
No,No,Yes,No,Yes,1,5,Yes,8,487,310,339,13,47,48,8,5,30,30,4.8,Donor
No,No,No,Yes,Yes,1,5,Yes,2,2836,304,447,23,78,241,10,5,31,4,5.127659575,Donor
No,Yes,No,No,No,1,2,Yes,8,308,273,329,19,24,41,7,5,30,2,5.125,Donor
No,No,Yes,No,No,1,4,No,6,490,302,346,16,53,90,5,5,31,4,5,Donor
Yes,No,No,No,No,1,2,Yes,8,754,275,342,19,24,31,6,6,32,2,5.166666667,Donor
No,Yes,No,No,Yes,1,3,No,1,519,230,279,33,46,111,15,12,28,10,11.1,Donor
Yes,No,No,No,Yes,1,4,Yes,0,642,0,0,0,130,296,25,10,17,2,10.96296296,Donor
No,Yes,No,No,No,1,1,Yes,0,468,303,329,20,66,123,6,5,30,13,3,No Donor
No,No,Yes,No,Yes,1,5,No,8,632,510,547,0,46,74,14,14,32,9,12.33333333,Donor
Yes,No,No,No,Yes,1,4,No,4,524,273,348,18,81,177,17,8,31,4,6.555555556,Donor
Yes,No,No,No,No,1,7,No,8,436,220,252,36,17,25,25,25,37,5,25,Donor
No,No,No,Yes,No,1,4,No,8,747,354,373,6,55,179,50,12,29,4,22.375,No Donor
No,No,No,Yes,Yes,1,7,No,8,1485,634,725,6,23,34,12,12,30,4,11.33333333,No Donor
No,No,No,Yes,Yes,1,4,No,8,2008,357,471,13,24,29,10,5,30,0,5.8,No Donor
No,No,Yes,No,No,1,3,Yes,8,407,288,336,17,27,36,6,5,34,3,5.142857143,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,816,271,328,24,15,15,15,15,37,5,15,No Donor
No,No,No,Yes,No,1,3,Yes,3,998,424,486,8,60,118,21,21,37,7,10.72727273,Donor
No,No,Yes,No,Yes,1,4,No,8,1616,604,662,4,62,80,8,6,32,13,5.714285714,Donor
No,Yes,No,No,Yes,1,1,Yes,1,441,247,306,22,74,129,12,9,31,14,6.789473684,No Donor
Yes,No,No,No,No,1,5,Yes,8,938,455,437,11,28,80,25,25,30,5,20,No Donor
No,Yes,No,No,Yes,1,1,Yes,8,782,393,446,7,69,96,11,10,32,13,7.384615385,No Donor
Yes,No,No,No,Yes,1,4,No,8,359,308,297,27,23,56,12,12,29,4,11.2,Donor
Yes,No,No,No,Yes,1,2,Yes,3,554,294,348,16,58,113,25,25,37,13,11.3,No Donor
Yes,No,No,No,Yes,1,4,Yes,8,451,236,283,28,25,45,25,25,36,5,15,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,638,242,308,20,35,51,7,4,28,4,4.636363636,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,2102,316,374,12,50,94,20,19,26,3,15.66666667,Donor
No,No,Yes,No,Yes,1,4,No,6,557,343,374,11,34,50,10,9,31,7,7.142857143,No Donor
No,No,No,Yes,Yes,1,5,No,8,1620,613,709,0,52,70,25,20,37,27,17.5,Donor
No,No,Yes,No,Yes,1,4,No,9,1561,670,705,3,60,86,25,25,31,5,12.28571429,No Donor
No,Yes,No,No,No,1,3,No,2,490,281,312,22,65,113,11,10,31,3,7.533333333,Donor
No,No,No,Yes,Yes,1,2,Yes,8,2330,324,371,20,35,42,20,20,36,11,14,No Donor
No,No,No,Yes,Yes,1,5,No,5,888,326,360,16,38,73,26,26,33,14,18.25,No Donor
No,No,No,Yes,No,1,2,Yes,8,1357,444,468,8,28,65,25,25,31,9,21.66666667,No Donor
No,No,Yes,No,No,1,1,Yes,8,370,170,217,39,67,193,30,11,28,8,10.72222222,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,1043,246,303,24,17,20,20,20,37,5,20,Donor
No,No,No,Yes,Yes,1,6,Yes,7,3337,516,597,4,61,121,23,23,36,11,17.28571429,No Donor
Yes,No,No,No,Yes,1,4,Yes,9,1318,494,587,6,62,112,20,20,36,26,14,Donor
No,No,No,Yes,Yes,1,4,No,6,1383,287,382,23,45,108,15,3,18,3,6.75,Donor
No,No,Yes,No,Yes,1,4,Yes,7,848,403,455,9,68,130,5,5,30,6,3.939393939,Donor
No,No,No,Yes,Yes,1,7,No,7,2628,579,660,2,68,397,100,25,37,8,36.09090909,No Donor
No,No,No,Yes,Yes,1,4,No,8,1625,171,263,24,41,117,17,15,28,7,14.625,No Donor
No,No,No,No,No,1,2,No,8,4607,587,658,5,24,36,11,10,29,7,9,No Donor
No,No,No,Yes,Yes,1,4,Yes,8,1525,517,632,10,39,77,9,5,30,10,6.416666667,No Donor
